Issued date,ID,Type,Due date,Status,Currency,Invoice amount,Balance due,Billing period,Service provider,Charge type,Purchase order ID,Payer account ID
"August 3, 2023","1410756317","Invoice","August 3, 2023","Due","INR","275.56","275.56","July 2023","AWS India","Usage","-","420153616478"
